avg_wait,p95_wait,avg_delay,p95_delay,near_misses,severe_conflicts,min_ttc_observed,extensions,ped_type_waits,Controller
8.320689655172426,28.700000000000138,5.103571428571423,18.314999999999984,1,158,0.43559459025431363,0,"{'normal': [0.1, 0.1, 0.1, 0.1, 21.80000000000004, 9.199999999999983, 0.1], 'slow_walker': [], 'distracted': [2.1000000000000005, 13.699999999999967], 'elderly': [29.000000000000142, 1.6000000000000003, 1.6000000000000003, 22.000000000000043], 'child': [1.2], 'hurried': [11.099999999999977, 16.79999999999997], 'paired_group': [19.400000000000006, 19.400000000000006, 6.8999999999999915, 6.8999999999999915, 28.700000000000138, 28.700000000000138, 0.1, 0.1, 0.1, 0.1]}",FixedTime
5.215384615384618,21.92500000000004,5.188288288288285,19.550000000000008,0,174,0.46894160911927607,0,"{'normal': [9.99999999999998, 0.1, 18.599999999999994, 5.4999999999999964, 27.40000000000012, 1.6000000000000003, 0.1, 0.1, 23.000000000000057, 0.1], 'slow_walker': [9.299999999999983, 0.1], 'distracted': [9.699999999999982, 2.1000000000000005], 'elderly': [7.29999999999999], 'child': [1.2, 18.699999999999996], 'hurried': [0.1, 0.1], 'paired_group': [0.1, 0.1, 0.1, 0.1]}",FixedTime
7.438461538461544,24.00000000000007,5.420535714285713,20.845000000000024,3,338,0.35151774913220485,0,"{'normal': [0.1, 29.100000000000144, 0.1, 0.1, 23.400000000000063], 'slow_walker': [5.399999999999997, 0.1, 0.1], 'distracted': [2.1000000000000005, 22.50000000000005, 2.1000000000000005, 2.600000000000001, 12.89999999999997], 'elderly': [4.6, 1.6000000000000003], 'child': [24.200000000000074], 'hurried': [0.1], 'paired_group': [0.1, 0.1, 16.79999999999997, 16.79999999999997, 12.99999999999997, 12.99999999999997]}",FixedTime
7.316129032258068,26.200000000000102,5.828440366972479,23.080000000000055,0,262,0.452769256906871,0,"{'normal': [0.1, 0.1], 'slow_walker': [], 'distracted': [2.1000000000000005, 2.1000000000000005, 2.1000000000000005, 2.1000000000000005, 9.799999999999981], 'elderly': [16.399999999999963, 1.6000000000000003, 1.6000000000000003, 1.6000000000000003, 1.6000000000000003], 'child': [], 'hurried': [25.40000000000009, 21.400000000000034], 'paired_group': [9.699999999999982, 9.699999999999982, 5.999999999999995, 5.999999999999995, 27.000000000000114, 27.000000000000114, 14.599999999999964, 14.599999999999964, 11.799999999999974, 11.799999999999974, 0.1, 0.1, 0.1, 0.1]}",FixedTime
6.453571428571435,24.995000000000086,4.293859649122804,16.65499999999996,1,283,0.45922396482985905,0,"{'normal': [0.1, 0.1, 0.1, 10.19999999999998, 0.1, 20.50000000000002], 'slow_walker': [4.4, 0.1], 'distracted': [15.99999999999996, 3.2000000000000015, 2.1000000000000005, 2.1000000000000005], 'elderly': [15.99999999999996], 'child': [25.100000000000087], 'hurried': [0.1, 24.800000000000082], 'paired_group': [0.1, 0.1, 5.899999999999995, 5.899999999999995, 0.1, 0.1, 7.699999999999989, 7.699999999999989]}",FixedTime
6.95416666666667,24.25500000000007,4.912499999999995,18.564999999999973,2,166,0.4179005670944945,0,"{'normal': [0.1, 0.1, 0.1, 6.399999999999993, 28.300000000000132, 15.399999999999961, 3.0000000000000013, 24.60000000000008, 0.1, 0.1], 'slow_walker': [], 'distracted': [2.1000000000000005, 2.1000000000000005], 'elderly': [1.6000000000000003], 'child': [17.59999999999998, 10.29999999999998, 1.2], 'hurried': [0.1, 22.300000000000047, 9.89999999999998, 0.1], 'paired_group': [10.599999999999978, 10.599999999999978]}",FixedTime
4.9379310344827605,20.080000000000013,4.967256637168137,17.239999999999966,0,173,0.4374054519684962,0,"{'normal': [0.1, 0.1, 0.1, 27.900000000000126, 0.1, 0.1, 0.1, 19.60000000000001], 'slow_walker': [18.19999999999999], 'distracted': [], 'elderly': [8.199999999999987, 12.299999999999972, 8.199999999999987, 1.6000000000000003], 'child': [], 'hurried': [0.1, 20.40000000000002, 7.499999999999989], 'paired_group': [0.1, 0.1, 2.0000000000000004, 2.0000000000000004, 0.1, 0.1, 6.8999999999999915, 6.8999999999999915, 0.1, 0.1]}",FixedTime
7.577777777777784,26.020000000000095,4.724561403508766,17.104999999999972,0,252,0.44736035925017587,0,"{'normal': [0.1, 5.399999999999997, 0.1, 0.1, 2.800000000000001, 0.1, 12.69999999999997, 0.1, 0.1], 'slow_walker': [4.899999999999999, 0.1, 19.60000000000001], 'distracted': [], 'elderly': [16.499999999999964], 'child': [], 'hurried': [0.1, 0.9999999999999999, 9.599999999999982, 0.1], 'paired_group': [0.1, 0.1, 27.700000000000124, 27.700000000000124, 15.59999999999996, 15.59999999999996, 22.100000000000044, 22.100000000000044]}",FixedTime
7.200000000000011,26.980000000000103,4.5017857142857105,16.409999999999947,5,381,0.45030258026476305,0,"{'normal': [10.399999999999979, 0.1, 0.1, 15.69999999999996, 2.800000000000001, 0.1, 0.1, 21.00000000000003, 8.499999999999986, 0.1], 'slow_walker': [], 'distracted': [2.1000000000000005], 'elderly': [1.6000000000000003], 'child': [8.999999999999984], 'hurried': [20.40000000000002, 8.099999999999987], 'paired_group': [0.1, 0.1, 0.1, 0.1, 28.700000000000138, 28.700000000000138, 24.400000000000077, 24.400000000000077, 0.1, 0.1, 0.1, 0.1]}",FixedTime
5.968965517241386,25.720000000000088,5.323214285714282,19.490000000000006,0,351,0.4662179572619115,0,"{'normal': [0.1, 7.899999999999988, 0.1, 0.1, 30.000000000000156, 17.59999999999998, 27.200000000000117, 23.500000000000064, 10.799999999999978], 'slow_walker': [14.899999999999963], 'distracted': [], 'elderly': [7.599999999999989, 1.6000000000000003, 1.6000000000000003, 12.499999999999972], 'child': [], 'hurried': [], 'paired_group': [0.1, 0.1, 4.899999999999999, 4.899999999999999, 0.1, 0.1, 1.6000000000000003, 1.6000000000000003, 0.1, 0.1, 0.1, 0.1]}",FixedTime
